dataset,part,model,nbits,group_size,layer,sensitivity
pileval,mlp_gate,Llama-2-7b-hf,3,64,30,0.013619771227240562
pileval,mlp_down,Llama-2-7b-hf,3,64,30,0.017093367874622345
pileval,attn_in,Llama-2-7b-hf,3,64,31,0.006992908660322428
pileval,attn_out,Llama-2-7b-hf,3,64,31,0.0017780072521418333
pileval,mlp_gate,Llama-2-7b-hf,3,64,31,0.024871142581105232
pileval,mlp_down,Llama-2-7b-hf,3,64,31,0.051316481083631516
pileval,attn_in,Meta-Llama-3-8B,3,64,0,1.038387722473999e-06
pileval,mlp_gate,Meta-Llama-3-8B,3,64,0,1.8014482066064375e-06
pileval,mlp_down,Meta-Llama-3-8B,3,64,0,3.465049758233363e-06
pileval,attn_in,Meta-Llama-3-8B,3,64,1,2.5601746074244147e-06
pileval,mlp_gate,Meta-Llama-3-8B,3,64,1,9.068877989193425e-05
pileval,mlp_down,Meta-Llama-3-8B,3,64,1,5.137992775416933e-05
pileval,attn_in,Meta-Llama-3-8B,3,64,2,4.2803385440493e-06
pileval,mlp_gate,Meta-Llama-3-8B,3,64,2,8.925611837184988e-06
