dataset,part,model,nbits,group_size,layer,sensitivity
wikitext,mlp_down,Qwen2.5-7B,2,128,4,0.09343550354242325
wikitext,attn_in,Qwen2.5-7B,2,128,5,0.006641176994889975
wikitext,mlp_gate,Qwen2.5-7B,2,128,5,0.014032663777470589
wikitext,mlp_down,Qwen2.5-7B,2,128,5,0.011173245497047901
wikitext,attn_in,Qwen2.5-7B,2,128,6,0.012514184229075909
wikitext,mlp_gate,Qwen2.5-7B,2,128,6,0.03325209021568298
wikitext,mlp_down,Qwen2.5-7B,2,128,6,0.0226332638412714
wikitext,attn_in,Qwen2.5-7B,2,128,7,0.014574247412383556
wikitext,mlp_gate,Qwen2.5-7B,2,128,7,0.03570742905139923
wikitext,mlp_down,Qwen2.5-7B,2,128,7,0.03189881518483162
wikitext,attn_in,Qwen2.5-7B,2,128,8,0.017985058948397636
wikitext,mlp_gate,Qwen2.5-7B,2,128,8,0.04435449466109276
wikitext,mlp_down,Qwen2.5-7B,2,128,8,0.03453635424375534
wikitext,attn_in,Qwen2.5-7B,2,128,9,0.030915161594748497
wikitext,mlp_gate,Qwen2.5-7B,2,128,9,0.05374506488442421
wikitext,mlp_down,Qwen2.5-7B,2,128,9,0.04137231782078743
wikitext,attn_in,Qwen2.5-7B,2,128,10,0.027850361540913582
wikitext,mlp_gate,Qwen2.5-7B,2,128,10,0.046457212418317795
wikitext,mlp_down,Qwen2.5-7B,2,128,10,0.03595973178744316
wikitext,attn_in,Qwen2.5-7B,2,128,11,0.01900399662554264
wikitext,mlp_gate,Qwen2.5-7B,2,128,11,0.043367527425289154
wikitext,mlp_down,Qwen2.5-7B,2,128,11,0.030989065766334534
wikitext,attn_in,Qwen2.5-7B,2,128,12,0.018706852570176125
wikitext,mlp_gate,Qwen2.5-7B,2,128,12,0.0415794812142849
wikitext,mlp_down,Qwen2.5-7B,2,128,12,0.029397539794445038
wikitext,attn_in,Qwen2.5-7B,2,128,13,0.025258412584662437
wikitext,mlp_gate,Qwen2.5-7B,2,128,13,0.04289301112294197
wikitext,mlp_down,Qwen2.5-7B,2,128,13,0.03004496358335018
wikitext,attn_in,Qwen2.5-7B,2,128,14,0.029913906008005142
wikitext,mlp_gate,Qwen2.5-7B,2,128,14,0.0462457649409771
wikitext,mlp_down,Qwen2.5-7B,2,128,14,0.031329941004514694
wikitext,attn_in,Qwen2.5-7B,2,128,15,0.028310805559158325
wikitext,mlp_gate,Qwen2.5-7B,2,128,15,0.04582512751221657
wikitext,mlp_down,Qwen2.5-7B,2,128,15,0.029491428285837173
wikitext,attn_in,Qwen2.5-7B,2,128,16,0.02159019745886326
wikitext,mlp_gate,Qwen2.5-7B,2,128,16,0.04616902768611908
wikitext,mlp_down,Qwen2.5-7B,2,128,16,0.02939920499920845
wikitext,attn_in,Qwen2.5-7B,2,128,17,0.031739961355924606
wikitext,mlp_gate,Qwen2.5-7B,2,128,17,0.05726474151015282
wikitext,mlp_down,Qwen2.5-7B,2,128,17,0.03767556697130203
wikitext,attn_in,Qwen2.5-7B,2,128,18,0.03268228471279144
wikitext,mlp_gate,Qwen2.5-7B,2,128,18,0.07401146739721298
wikitext,mlp_down,Qwen2.5-7B,2,128,18,0.04883800446987152
wikitext,attn_in,Qwen2.5-7B,2,128,19,0.06283464282751083
wikitext,mlp_gate,Qwen2.5-7B,2,128,19,0.10235995799303055
wikitext,mlp_down,Qwen2.5-7B,2,128,19,0.06995492428541183
wikitext,attn_in,Qwen2.5-7B,2,128,20,0.04108303040266037
wikitext,mlp_gate,Qwen2.5-7B,2,128,20,0.15681436657905579
wikitext,mlp_down,Qwen2.5-7B,2,128,20,0.11357802897691727
wikitext,attn_in,Qwen2.5-7B,2,128,21,0.08904572576284409
wikitext,mlp_gate,Qwen2.5-7B,2,128,21,0.22550275921821594
wikitext,mlp_down,Qwen2.5-7B,2,128,21,0.17552828788757324
wikitext,attn_in,Qwen2.5-7B,2,128,22,0.08783452957868576
wikitext,mlp_gate,Qwen2.5-7B,2,128,22,0.3719739019870758
wikitext,mlp_down,Qwen2.5-7B,2,128,22,0.3038073182106018
wikitext,attn_in,Qwen2.5-7B,2,128,23,0.13299904763698578
wikitext,mlp_gate,Qwen2.5-7B,2,128,23,0.46847742795944214
wikitext,mlp_down,Qwen2.5-7B,2,128,23,0.46734726428985596
wikitext,attn_in,Qwen2.5-7B,2,128,24,0.18849113583564758
wikitext,mlp_gate,Qwen2.5-7B,2,128,24,0.8473930954933167
wikitext,mlp_down,Qwen2.5-7B,2,128,24,0.6994741559028625
wikitext,attn_in,Qwen2.5-7B,2,128,25,0.18075141310691833
wikitext,mlp_gate,Qwen2.5-7B,2,128,25,1.4144378900527954
wikitext,mlp_down,Qwen2.5-7B,2,128,25,0.9903237819671631
wikitext,attn_in,Qwen2.5-7B,2,128,26,0.6224597096443176
wikitext,mlp_gate,Qwen2.5-7B,2,128,26,2.9023566246032715
wikitext,mlp_down,Qwen2.5-7B,2,128,26,2.6927075386047363
wikitext,attn_in,Qwen2.5-7B,2,128,27,1.9191728830337524
wikitext,mlp_gate,Qwen2.5-7B,2,128,27,5.303961277008057
wikitext,mlp_down,Qwen2.5-7B,2,128,27,6.01424503326416
bos,attn_in,Qwen2.5-7B,2,32,0,8.428068249486387e-4
bos,mlp_gate,Qwen2.5-7B,2,32,0,8.454832131974399e-4
bos,mlp_down,Qwen2.5-7B,2,32,0,0.0019413463305681944
bos,attn_in,Qwen2.5-7B,2,32,1,5.718983593396842e-4
bos,mlp_gate,Qwen2.5-7B,2,32,1,0.0018480669241398573
bos,mlp_down,Qwen2.5-7B,2,32,1,0.0022519577760249376
bos,attn_in,Qwen2.5-7B,2,32,2,7.615613867528737e-4
bos,mlp_gate,Qwen2.5-7B,2,32,2,0.005750586744397879
bos,mlp_down,Qwen2.5-7B,2,32,2,0.0031791075598448515
bos,attn_in,Qwen2.5-7B,2,32,3,0.0022167901042848825
bos,mlp_gate,Qwen2.5-7B,2,32,3,0.8468583226203918
bos,mlp_down,Qwen2.5-7B,2,32,3,0.11074546724557877
bos,attn_in,Qwen2.5-7B,2,32,4,0.0024128141812980175
bos,mlp_gate,Qwen2.5-7B,2,32,4,0.00870809331536293
bos,mlp_down,Qwen2.5-7B,2,32,4,0.029503948986530304
bos,attn_in,Qwen2.5-7B,2,32,5,0.003585084341466427
bos,mlp_gate,Qwen2.5-7B,2,32,5,0.0058263507671654224
bos,mlp_down,Qwen2.5-7B,2,32,5,0.0041762045584619045
bos,attn_in,Qwen2.5-7B,2,32,6,0.004988137632608414
bos,mlp_gate,Qwen2.5-7B,2,32,6,0.016560493037104607
bos,mlp_down,Qwen2.5-7B,2,32,6,0.008664176799356937
bos,attn_in,Qwen2.5-7B,2,32,7,0.006802340969443321
bos,mlp_gate,Qwen2.5-7B,2,32,7,0.015725867822766304
bos,mlp_down,Qwen2.5-7B,2,32,7,0.016453972086310387
