quant_method,dataset,part,model,nbits,group_size,layer,sensitivity
hqq,wikitext,mlp_gate,Llama-2-7b-hf,8,32,31,1.3963613127998542e-5
hqq,wikitext,mlp_down,Llama-2-7b-hf,8,32,31,3.074650157941505e-5
hqq,bos,attn_in,Llama-2-7b-hf,8,64,0,2.108601293571155e-9
hqq,bos,attn_out,Llama-2-7b-hf,8,64,0,2.605910820463464e-9
hqq,bos,mlp_gate,Llama-2-7b-hf,8,64,0,5.984595041752527e-10
hqq,bos,mlp_down,Llama-2-7b-hf,8,64,0,5.418960835612552e-9
hqq,bos,attn_in,Llama-2-7b-hf,8,64,1,8.002152718233901e-9
hqq,bos,attn_out,Llama-2-7b-hf,8,64,1,1.085270984191311e-8
hqq,bos,mlp_gate,Llama-2-7b-hf,8,64,1,2.1079788439237745e-6
hqq,bos,mlp_down,Llama-2-7b-hf,8,64,1,0.0016846155049279332
hqq,bos,attn_in,Llama-2-7b-hf,8,64,2,8.364723136367047e-9
hqq,bos,attn_out,Llama-2-7b-hf,8,64,2,4.751768312161175e-9
hqq,bos,mlp_gate,Llama-2-7b-hf,8,64,2,1.1486666728899309e-8
hqq,bos,mlp_down,Llama-2-7b-hf,8,64,2,2.32042260961407e-8
hqq,bos,attn_in,Llama-2-7b-hf,8,64,3,2.410862443014139e-8
hqq,bos,attn_out,Llama-2-7b-hf,8,64,3,1.0435905473116236e-8
hqq,bos,mlp_gate,Llama-2-7b-hf,8,64,3,2.7331639174121847e-8
hqq,bos,mlp_down,Llama-2-7b-hf,8,64,3,2.7653447531861275e-8
hqq,bos,attn_in,Llama-2-7b-hf,8,64,4,6.163502774825247e-8
hqq,bos,attn_out,Llama-2-7b-hf,8,64,4,2.1554141582669217e-8
hqq,bos,mlp_gate,Llama-2-7b-hf,8,64,4,5.7513503293193935e-8
hqq,bos,mlp_down,Llama-2-7b-hf,8,64,4,1.1401215971318379e-7
hqq,bos,attn_in,Llama-2-7b-hf,8,64,5,8.753072222589253e-8
hqq,bos,attn_out,Llama-2-7b-hf,8,64,5,4.256140329061964e-8
hqq,bos,mlp_gate,Llama-2-7b-hf,8,64,5,9.251650112673815e-8
hqq,bos,mlp_down,Llama-2-7b-hf,8,64,5,8.583665334072066e-8
hqq,bos,attn_in,Llama-2-7b-hf,8,64,6,1.554510191681402e-7
hqq,bos,attn_out,Llama-2-7b-hf,8,64,6,4.7518717849470704e-8
hqq,bos,mlp_gate,Llama-2-7b-hf,8,64,6,1.3768361384336458e-7
hqq,bos,mlp_down,Llama-2-7b-hf,8,64,6,1.223030636765543e-7
hqq,bos,attn_in,Llama-2-7b-hf,8,64,7,1.790259602785227e-7
hqq,bos,attn_out,Llama-2-7b-hf,8,64,7,6.596577861728292e-8
hqq,bos,mlp_gate,Llama-2-7b-hf,8,64,7,1.8985465999321605e-7
hqq,bos,mlp_down,Llama-2-7b-hf,8,64,7,1.7209897862358048e-7
hqq,bos,attn_in,Llama-2-7b-hf,8,64,8,2.7956812687079946e-7
hqq,bos,attn_out,Llama-2-7b-hf,8,64,8,9.396842415299034e-8
hqq,bos,mlp_gate,Llama-2-7b-hf,8,64,8,2.3913224822535994e-7
hqq,bos,mlp_down,Llama-2-7b-hf,8,64,8,2.1338976807783183e-7
hqq,bos,attn_in,Llama-2-7b-hf,8,64,9,4.7225265120687254e-7
hqq,bos,attn_out,Llama-2-7b-hf,8,64,9,1.5301290545721713e-7
hqq,bos,mlp_gate,Llama-2-7b-hf,8,64,9,2.843350159764668e-7
hqq,bos,mlp_down,Llama-2-7b-hf,8,64,9,2.3568748019897612e-7
hqq,bos,attn_in,Llama-2-7b-hf,8,64,10,4.1022249774869124e-7
hqq,bos,attn_out,Llama-2-7b-hf,8,64,10,1.6869739738467615e-7
hqq,bos,mlp_gate,Llama-2-7b-hf,8,64,10,3.3349868999721366e-7
hqq,bos,mlp_down,Llama-2-7b-hf,8,64,10,2.6197648139714147e-7
hqq,bos,attn_in,Llama-2-7b-hf,8,64,11,4.304594085624558e-7
hqq,bos,attn_out,Llama-2-7b-hf,8,64,11,1.525408066527234e-7
hqq,bos,mlp_gate,Llama-2-7b-hf,8,64,11,3.692094594498485e-7
hqq,bos,mlp_down,Llama-2-7b-hf,8,64,11,3.294716748314386e-7
hqq,bos,attn_in,Llama-2-7b-hf,8,64,12,4.7015311110953917e-7
hqq,bos,attn_out,Llama-2-7b-hf,8,64,12,2.1339268130304845e-7
hqq,bos,mlp_gate,Llama-2-7b-hf,8,64,12,4.130698698645574e-7
hqq,bos,mlp_down,Llama-2-7b-hf,8,64,12,3.3602347571104474e-7
hqq,bos,attn_in,Llama-2-7b-hf,8,64,13,4.996567213311209e-7
hqq,bos,attn_out,Llama-2-7b-hf,8,64,13,2.606747955269384e-7
hqq,bos,mlp_gate,Llama-2-7b-hf,8,64,13,4.88883983962296e-7
hqq,bos,mlp_down,Llama-2-7b-hf,8,64,13,4.5521514380197914e-7
hqq,bos,attn_in,Llama-2-7b-hf,8,64,14,7.653291049791733e-7
hqq,bos,attn_out,Llama-2-7b-hf,8,64,14,2.8802722340515174e-7
hqq,bos,mlp_gate,Llama-2-7b-hf,8,64,14,5.803179874419584e-7
hqq,bos,mlp_down,Llama-2-7b-hf,8,64,14,5.407513867794478e-7
hqq,bos,attn_in,Llama-2-7b-hf,8,64,15,7.416697940243466e-7
hqq,bos,attn_out,Llama-2-7b-hf,8,64,15,3.6398208180798974e-7
hqq,bos,mlp_gate,Llama-2-7b-hf,8,64,15,7.365749183918524e-7
hqq,bos,mlp_down,Llama-2-7b-hf,8,64,15,7.008023885646253e-7
hqq,bos,attn_in,Llama-2-7b-hf,8,64,16,1.009212155622663e-6
hqq,bos,attn_out,Llama-2-7b-hf,8,64,16,5.446962063615501e-7
hqq,bos,mlp_gate,Llama-2-7b-hf,8,64,16,9.75703187577892e-7
hqq,bos,mlp_down,Llama-2-7b-hf,8,64,16,1.0572025530564133e-6
hqq,bos,attn_in,Llama-2-7b-hf,8,64,17,7.493440534744877e-7
hqq,bos,attn_out,Llama-2-7b-hf,8,64,17,4.4840672330792586e-7
hqq,bos,mlp_gate,Llama-2-7b-hf,8,64,17,1.1058403970309882e-6
hqq,bos,mlp_down,Llama-2-7b-hf,8,64,17,1.0512785593164153e-6
hqq,bos,attn_in,Llama-2-7b-hf,8,64,18,5.995198080199771e-7
hqq,bos,attn_out,Llama-2-7b-hf,8,64,18,3.3789262943173526e-7
hqq,bos,mlp_gate,Llama-2-7b-hf,8,64,18,1.3012393083045026e-6
hqq,bos,mlp_down,Llama-2-7b-hf,8,64,18,1.2494165275711566e-6
hqq,bos,attn_in,Llama-2-7b-hf,8,64,19,5.323503842191712e-7
hqq,bos,attn_out,Llama-2-7b-hf,8,64,19,3.319765937703778e-7
hqq,bos,mlp_gate,Llama-2-7b-hf,8,64,19,1.4968604773457628e-6
hqq,bos,mlp_down,Llama-2-7b-hf,8,64,19,1.4247008266465855e-6
hqq,bos,attn_in,Llama-2-7b-hf,8,64,20,5.410366838987102e-7
hqq,bos,attn_out,Llama-2-7b-hf,8,64,20,4.3692574536180473e-7
hqq,bos,mlp_gate,Llama-2-7b-hf,8,64,20,1.7309058648606879e-6
hqq,bos,mlp_down,Llama-2-7b-hf,8,64,20,1.5587802408845164e-6
hqq,bos,attn_in,Llama-2-7b-hf,8,64,21,5.133799731993349e-7
hqq,bos,attn_out,Llama-2-7b-hf,8,64,21,2.622528540996427e-7
hqq,bos,mlp_gate,Llama-2-7b-hf,8,64,21,1.9246504052716773e-6
hqq,bos,mlp_down,Llama-2-7b-hf,8,64,21,1.6997522607198334e-6
hqq,bos,attn_in,Llama-2-7b-hf,8,64,22,7.918415008134616e-7
hqq,bos,attn_out,Llama-2-7b-hf,8,64,22,3.629636751156795e-7
hqq,bos,mlp_gate,Llama-2-7b-hf,8,64,22,2.103689439536538e-6
hqq,bos,mlp_down,Llama-2-7b-hf,8,64,22,1.7871592490337207e-6
hqq,bos,attn_in,Llama-2-7b-hf,8,64,23,6.903552502990351e-7
hqq,bos,attn_out,Llama-2-7b-hf,8,64,23,3.4834866369237716e-7
hqq,bos,mlp_gate,Llama-2-7b-hf,8,64,23,2.3617728857061593e-6
hqq,bos,mlp_down,Llama-2-7b-hf,8,64,23,1.9202402654627804e-6
hqq,bos,attn_in,Llama-2-7b-hf,8,64,24,8.246322522609262e-7
hqq,bos,attn_out,Llama-2-7b-hf,8,64,24,4.536922233455698e-7
hqq,bos,mlp_gate,Llama-2-7b-hf,8,64,24,2.533365886847605e-6
hqq,bos,mlp_down,Llama-2-7b-hf,8,64,24,1.9211292965337634e-6
hqq,bos,attn_in,Llama-2-7b-hf,8,64,25,4.857261615143216e-7
hqq,bos,attn_out,Llama-2-7b-hf,8,64,25,2.472857545399165e-7
hqq,bos,mlp_gate,Llama-2-7b-hf,8,64,25,2.815829020619276e-6
hqq,bos,mlp_down,Llama-2-7b-hf,8,64,25,2.13838393392507e-6
hqq,bos,attn_in,Llama-2-7b-hf,8,64,26,1.185979613183008e-6
hqq,bos,attn_out,Llama-2-7b-hf,8,64,26,7.225066838145722e-7
hqq,bos,mlp_gate,Llama-2-7b-hf,8,64,26,3.0299945592560107e-6
hqq,bos,mlp_down,Llama-2-7b-hf,8,64,26,2.121703573720879e-6
hqq,bos,attn_in,Llama-2-7b-hf,8,64,27,1.0142347264263663e-6
hqq,bos,attn_out,Llama-2-7b-hf,8,64,27,5.279540005176386e-7
hqq,bos,mlp_gate,Llama-2-7b-hf,8,64,27,3.4089946439053165e-6
hqq,bos,mlp_down,Llama-2-7b-hf,8,64,27,2.396541731286561e-6
hqq,bos,attn_in,Llama-2-7b-hf,8,64,28,1.2704609844149672e-6
hqq,bos,attn_out,Llama-2-7b-hf,8,64,28,7.264777650561882e-7
hqq,bos,mlp_gate,Llama-2-7b-hf,8,64,28,3.887110324285459e-6
hqq,bos,mlp_down,Llama-2-7b-hf,8,64,28,2.906070221797563e-6
hqq,bos,attn_in,Llama-2-7b-hf,8,64,29,1.4485499377769884e-6
hqq,bos,attn_out,Llama-2-7b-hf,8,64,29,6.028852226336312e-7
hqq,bos,mlp_gate,Llama-2-7b-hf,8,64,29,4.570421879179776e-6
hqq,bos,mlp_down,Llama-2-7b-hf,8,64,29,5.054752364230808e-6
hqq,bos,attn_in,Llama-2-7b-hf,8,64,30,1.3252373491923208e-6
hqq,bos,attn_out,Llama-2-7b-hf,8,64,30,7.826952810319199e-7
hqq,bos,mlp_gate,Llama-2-7b-hf,8,64,30,9.019825483846944e-6
hqq,bos,mlp_down,Llama-2-7b-hf,8,64,30,6.425385363399982e-4
hqq,bos,attn_in,Llama-2-7b-hf,8,64,31,8.44588521431433e-6
hqq,bos,attn_out,Llama-2-7b-hf,8,64,31,1.932096893142443e-6
hqq,bos,mlp_gate,Llama-2-7b-hf,8,64,31,1.521532340120757e-5
hqq,bos,mlp_down,Llama-2-7b-hf,8,64,31,3.124616705463268e-5
hqq,c4,attn_in,Llama-2-7b-hf,8,64,0,1.5111354390029419e-9
hqq,c4,attn_out,Llama-2-7b-hf,8,64,0,2.114418862220191e-9
hqq,c4,mlp_gate,Llama-2-7b-hf,8,64,0,4.479827342418474e-10
hqq,c4,mlp_down,Llama-2-7b-hf,8,64,0,4.012875365333457e-9
hqq,c4,attn_in,Llama-2-7b-hf,8,64,1,8.020720976276152e-9
hqq,c4,attn_out,Llama-2-7b-hf,8,64,1,7.478735852828322e-9
hqq,c4,mlp_gate,Llama-2-7b-hf,8,64,1,1.3903887747801491e-06
hqq,c4,mlp_down,Llama-2-7b-hf,8,64,1,6.594055448658764e-4
hqq,c4,attn_in,Llama-2-7b-hf,8,64,2,1.1255366416662582e-8
hqq,c4,attn_out,Llama-2-7b-hf,8,64,2,5.669445801714801e-9
hqq,c4,mlp_gate,Llama-2-7b-hf,8,64,2,1.3190447845090603e-8
hqq,c4,mlp_down,Llama-2-7b-hf,8,64,2,2.016533073856408e-8
hqq,c4,attn_in,Llama-2-7b-hf,8,64,3,2.5210526999330796e-8
hqq,c4,attn_out,Llama-2-7b-hf,8,64,3,1.0505293523976889e-8
hqq,c4,mlp_gate,Llama-2-7b-hf,8,64,3,3.2101702629461215e-8
hqq,c4,mlp_down,Llama-2-7b-hf,8,64,3,3.168889861626667e-8
hqq,c4,attn_in,Llama-2-7b-hf,8,64,4,5.987961770870243e-8
hqq,c4,attn_out,Llama-2-7b-hf,8,64,4,2.1050141185696702e-8
hqq,c4,mlp_gate,Llama-2-7b-hf,8,64,4,6.221815596063607e-8
hqq,c4,mlp_down,Llama-2-7b-hf,8,64,4,8.65123652715738e-8
hqq,c4,attn_in,Llama-2-7b-hf,8,64,5,9.254892319177088e-8
hqq,c4,attn_out,Llama-2-7b-hf,8,64,5,4.084190763364859e-8
hqq,c4,mlp_gate,Llama-2-7b-hf,8,64,5,1.0081784296289698e-7
hqq,c4,mlp_down,Llama-2-7b-hf,8,64,5,8.96068854672194e-8
hqq,c4,attn_in,Llama-2-7b-hf,8,64,6,1.3915982322032505e-7
hqq,c4,attn_out,Llama-2-7b-hf,8,64,6,4.707955625349314e-8
hqq,c4,mlp_gate,Llama-2-7b-hf,8,64,6,1.536294718107456e-7
hqq,c4,mlp_down,Llama-2-7b-hf,8,64,6,1.3755887096067454e-7
hqq,c4,attn_in,Llama-2-7b-hf,8,64,7,1.8576417915028287e-7
hqq,c4,attn_out,Llama-2-7b-hf,8,64,7,6.787222162074613e-8
hqq,c4,mlp_gate,Llama-2-7b-hf,8,64,7,2.099066591654264e-7
hqq,c4,mlp_down,Llama-2-7b-hf,8,64,7,1.8372909948993765e-7
hqq,c4,attn_in,Llama-2-7b-hf,8,64,8,2.8016384590046073e-7
hqq,c4,attn_out,Llama-2-7b-hf,8,64,8,9.943443757265413e-8
hqq,c4,mlp_gate,Llama-2-7b-hf,8,64,8,2.570253343492368e-7
hqq,c4,mlp_down,Llama-2-7b-hf,8,64,8,2.2150732092995895e-7
hqq,c4,attn_in,Llama-2-7b-hf,8,64,9,3.946561548673344e-7
hqq,c4,attn_out,Llama-2-7b-hf,8,64,9,1.4358411704051832e-7
hqq,c4,mlp_gate,Llama-2-7b-hf,8,64,9,3.0243617743508366e-7
hqq,c4,mlp_down,Llama-2-7b-hf,8,64,9,2.4992564817694074e-7
hqq,c4,attn_in,Llama-2-7b-hf,8,64,10,4.7374496148222534e-7
hqq,c4,attn_out,Llama-2-7b-hf,8,64,10,1.955453257096451e-7
hqq,c4,mlp_gate,Llama-2-7b-hf,8,64,10,3.605381380111794e-7
hqq,c4,mlp_down,Llama-2-7b-hf,8,64,10,2.9306571036613605e-7
hqq,c4,attn_in,Llama-2-7b-hf,8,64,11,5.05873913425603e-7
hqq,c4,attn_out,Llama-2-7b-hf,8,64,11,1.951113830500617e-7
hqq,c4,mlp_gate,Llama-2-7b-hf,8,64,11,4.094277699095983e-7
hqq,c4,mlp_down,Llama-2-7b-hf,8,64,11,3.380784221462818e-7
hqq,c4,attn_in,Llama-2-7b-hf,8,64,12,5.711587505174975e-7
hqq,c4,attn_out,Llama-2-7b-hf,8,64,12,2.1946237893644138e-7
hqq,c4,mlp_gate,Llama-2-7b-hf,8,64,12,4.615058628587576e-7
hqq,c4,mlp_down,Llama-2-7b-hf,8,64,12,3.8473132235594676e-7
hqq,c4,attn_in,Llama-2-7b-hf,8,64,13,5.419680633167445e-7
hqq,c4,attn_out,Llama-2-7b-hf,8,64,13,2.599675212877628e-7
hqq,c4,mlp_gate,Llama-2-7b-hf,8,64,13,5.588152589552919e-7
hqq,c4,mlp_down,Llama-2-7b-hf,8,64,13,4.878559138887795e-7
hqq,c4,attn_in,Llama-2-7b-hf,8,64,14,6.733273494319292e-7
hqq,c4,attn_out,Llama-2-7b-hf,8,64,14,2.908553540237335e-7
hqq,c4,mlp_gate,Llama-2-7b-hf,8,64,14,6.329510142677464e-7
hqq,c4,mlp_down,Llama-2-7b-hf,8,64,14,5.767163315795187e-7
hqq,c4,attn_in,Llama-2-7b-hf,8,64,15,7.227449145830178e-7
hqq,c4,attn_out,Llama-2-7b-hf,8,64,15,3.247888287205569e-7
hqq,c4,mlp_gate,Llama-2-7b-hf,8,64,15,7.915704713923333e-7
hqq,c4,mlp_down,Llama-2-7b-hf,8,64,15,7.324959483412385e-7
hqq,c4,attn_in,Llama-2-7b-hf,8,64,16,9.528647524348344e-7
hqq,c4,attn_out,Llama-2-7b-hf,8,64,16,4.705330525212048e-7
hqq,c4,mlp_gate,Llama-2-7b-hf,8,64,16,1.0272600547978072e-6
hqq,c4,mlp_down,Llama-2-7b-hf,8,64,16,1.0612320693326183e-6
hqq,c4,attn_in,Llama-2-7b-hf,8,64,17,6.618636803068512e-7
hqq,c4,attn_out,Llama-2-7b-hf,8,64,17,3.230051106584142e-7
hqq,c4,mlp_gate,Llama-2-7b-hf,8,64,17,1.1469406899777823e-6
hqq,c4,mlp_down,Llama-2-7b-hf,8,64,17,1.1405591067159548e-6
hqq,c4,attn_in,Llama-2-7b-hf,8,64,18,6.354219408422068e-7
hqq,c4,attn_out,Llama-2-7b-hf,8,64,18,3.3456043979640526e-7
hqq,c4,mlp_gate,Llama-2-7b-hf,8,64,18,1.3492294783645775e-6
hqq,c4,mlp_down,Llama-2-7b-hf,8,64,18,1.345520331597072e-6
hqq,c4,attn_in,Llama-2-7b-hf,8,64,19,6.051637910786667e-7
hqq,c4,attn_out,Llama-2-7b-hf,8,64,19,3.3419848932680907e-7
hqq,c4,mlp_gate,Llama-2-7b-hf,8,64,19,1.5494318859055056e-6
hqq,c4,mlp_down,Llama-2-7b-hf,8,64,19,1.5019155625850544e-6
hqq,c4,attn_in,Llama-2-7b-hf,8,64,20,7.734948894722038e-7
hqq,c4,attn_out,Llama-2-7b-hf,8,64,20,4.4239706653570465e-7
hqq,c4,mlp_gate,Llama-2-7b-hf,8,64,20,1.829439270295552e-6
hqq,c4,mlp_down,Llama-2-7b-hf,8,64,20,1.85716669420799e-6
hqq,c4,attn_in,Llama-2-7b-hf,8,64,21,6.365435183397494e-7
hqq,c4,attn_out,Llama-2-7b-hf,8,64,21,3.4452307318133535e-7
hqq,c4,mlp_gate,Llama-2-7b-hf,8,64,21,1.996223090827698e-6
hqq,c4,mlp_down,Llama-2-7b-hf,8,64,21,1.874809186119819e-6
hqq,c4,attn_in,Llama-2-7b-hf,8,64,22,9.771405302672065e-7
hqq,c4,attn_out,Llama-2-7b-hf,8,64,22,4.411519682889775e-7
hqq,c4,mlp_gate,Llama-2-7b-hf,8,64,22,2.2612546217715135e-6
hqq,c4,mlp_down,Llama-2-7b-hf,8,64,22,2.097449396387674e-6
hqq,c4,attn_in,Llama-2-7b-hf,8,64,23,8.930782087190892e-7
hqq,c4,attn_out,Llama-2-7b-hf,8,64,23,4.065176426593098e-7
hqq,c4,mlp_gate,Llama-2-7b-hf,8,64,23,2.5303072561655426e-6
hqq,c4,mlp_down,Llama-2-7b-hf,8,64,23,2.19334310713748e-6
hqq,c4,attn_in,Llama-2-7b-hf,8,64,24,1.0400373184893397e-6
hqq,c4,attn_out,Llama-2-7b-hf,8,64,24,5.536212484003045e-7
hqq,c4,mlp_gate,Llama-2-7b-hf,8,64,24,2.7629862415778916e-6
hqq,c4,mlp_down,Llama-2-7b-hf,8,64,24,2.315757001269958e-6
hqq,c4,attn_in,Llama-2-7b-hf,8,64,25,7.276195219674264e-7
hqq,c4,attn_out,Llama-2-7b-hf,8,64,25,3.7483272308236337e-7
hqq,c4,mlp_gate,Llama-2-7b-hf,8,64,25,3.1019649213703815e-6
hqq,c4,mlp_down,Llama-2-7b-hf,8,64,25,2.4721314275666373e-6
hqq,c4,attn_in,Llama-2-7b-hf,8,64,26,1.354558662569616e-6
hqq,c4,attn_out,Llama-2-7b-hf,8,64,26,7.071298568916973e-7
hqq,c4,mlp_gate,Llama-2-7b-hf,8,64,26,3.4600516300997697e-6
hqq,c4,mlp_down,Llama-2-7b-hf,8,64,26,2.6537798021308845e-6
hqq,c4,attn_in,Llama-2-7b-hf,8,64,27,1.1605133067860152e-6
hqq,c4,attn_out,Llama-2-7b-hf,8,64,27,6.17088005583355e-7
hqq,c4,mlp_gate,Llama-2-7b-hf,8,64,27,3.9519254642073065e-6
hqq,c4,mlp_down,Llama-2-7b-hf,8,64,27,3.0028845685592387e-6
hqq,c4,attn_in,Llama-2-7b-hf,8,64,28,1.4158417798171286e-6
hqq,c4,attn_out,Llama-2-7b-hf,8,64,28,7.727647926003556e-7
hqq,c4,mlp_gate,Llama-2-7b-hf,8,64,28,4.694576091424096e-6
hqq,c4,mlp_down,Llama-2-7b-hf,8,64,28,3.759718538276502e-6
hqq,c4,attn_in,Llama-2-7b-hf,8,64,29,1.396370748807385e-6
hqq,c4,attn_out,Llama-2-7b-hf,8,64,29,6.924252033968514e-7
hqq,c4,mlp_gate,Llama-2-7b-hf,8,64,29,5.640808467433089e-6
hqq,c4,mlp_down,Llama-2-7b-hf,8,64,29,5.458718987938482e-6
hqq,c4,attn_in,Llama-2-7b-hf,8,64,30,1.516133124823682e-6
hqq,c4,attn_out,Llama-2-7b-hf,8,64,30,9.796451649890514e-7
hqq,c4,mlp_gate,Llama-2-7b-hf,8,64,30,1.0412112715130206e-5
hqq,c4,mlp_down,Llama-2-7b-hf,8,64,30,3.387340693734586e-4
hqq,c4,attn_in,Llama-2-7b-hf,8,64,31,8.3121840361855e-6
hqq,c4,attn_out,Llama-2-7b-hf,8,64,31,1.683946834418748e-6
hqq,c4,mlp_gate,Llama-2-7b-hf,8,64,31,2.107697400788311e-5
hqq,c4,mlp_down,Llama-2-7b-hf,8,64,31,5.628668441204354e-5
hqq,pileval,attn_in,Llama-2-7b-hf,8,64,0,1.5505027262108229e-9
hqq,pileval,attn_out,Llama-2-7b-hf,8,64,0,2.4739299497866796e-9
hqq,pileval,mlp_gate,Llama-2-7b-hf,8,64,0,5.712635919863374e-10
hqq,pileval,mlp_down,Llama-2-7b-hf,8,64,0,4.0448204785548114e-9
hqq,pileval,attn_in,Llama-2-7b-hf,8,64,1,8.18019429971173e-9
hqq,pileval,attn_out,Llama-2-7b-hf,8,64,1,7.592066531003638e-9
hqq,pileval,mlp_gate,Llama-2-7b-hf,8,64,1,7.333440521506418e-7
hqq,pileval,mlp_down,Llama-2-7b-hf,8,64,1,5.498492973856628e-4
hqq,pileval,attn_in,Llama-2-7b-hf,8,64,2,1.1800739052603149e-8
hqq,pileval,attn_out,Llama-2-7b-hf,8,64,2,6.154546206005307e-9
hqq,pileval,mlp_gate,Llama-2-7b-hf,8,64,2,1.4284271543374416e-8
hqq,pileval,mlp_down,Llama-2-7b-hf,8,64,2,2.098724216637038e-8
hqq,pileval,attn_in,Llama-2-7b-hf,8,64,3,2.694579492867888e-8
hqq,pileval,attn_out,Llama-2-7b-hf,8,64,3,1.1924790932482665e-8
hqq,pileval,mlp_gate,Llama-2-7b-hf,8,64,3,3.489238054044108e-8
hqq,pileval,mlp_down,Llama-2-7b-hf,8,64,3,3.377486379463335e-8
hqq,pileval,attn_in,Llama-2-7b-hf,8,64,4,5.979741501960234e-8
hqq,pileval,attn_out,Llama-2-7b-hf,8,64,4,2.3428047057905133e-8
hqq,pileval,mlp_gate,Llama-2-7b-hf,8,64,4,6.637587546265422e-8
hqq,pileval,mlp_down,Llama-2-7b-hf,8,64,4,8.819995400699554e-8
hqq,pileval,attn_in,Llama-2-7b-hf,8,64,5,9.34076922476379e-8
hqq,pileval,attn_out,Llama-2-7b-hf,8,64,5,4.63057396871136e-8
hqq,pileval,mlp_gate,Llama-2-7b-hf,8,64,5,1.0343436684934204e-7
hqq,pileval,mlp_down,Llama-2-7b-hf,8,64,5,9.003455403444605e-8
hqq,pileval,attn_in,Llama-2-7b-hf,8,64,6,1.4421652849705424e-7
hqq,pileval,attn_out,Llama-2-7b-hf,8,64,6,5.690885274134416e-8
hqq,pileval,mlp_gate,Llama-2-7b-hf,8,64,6,1.5453937862730527e-7
hqq,pileval,mlp_down,Llama-2-7b-hf,8,64,6,1.3645509966409008e-7
hqq,pileval,attn_in,Llama-2-7b-hf,8,64,7,1.9460262024040276e-7
hqq,pileval,attn_out,Llama-2-7b-hf,8,64,7,7.99651118654765e-8
hqq,pileval,mlp_gate,Llama-2-7b-hf,8,64,7,2.1360519042445958e-7
hqq,pileval,mlp_down,Llama-2-7b-hf,8,64,7,1.8481048869034566e-7
hqq,pileval,attn_in,Llama-2-7b-hf,8,64,8,2.952619979623705e-7
hqq,pileval,attn_out,Llama-2-7b-hf,8,64,8,1.1633677843292389e-7
hqq,pileval,mlp_gate,Llama-2-7b-hf,8,64,8,2.6544768161329557e-7
hqq,pileval,mlp_down,Llama-2-7b-hf,8,64,8,2.286302844822785e-7
hqq,pileval,attn_in,Llama-2-7b-hf,8,64,9,3.999377895524958e-7
hqq,pileval,attn_out,Llama-2-7b-hf,8,64,9,1.5631474070687545e-7
hqq,pileval,mlp_gate,Llama-2-7b-hf,8,64,9,3.114948299298703e-7
hqq,pileval,mlp_down,Llama-2-7b-hf,8,64,9,2.572422204139002e-7
hqq,pileval,attn_in,Llama-2-7b-hf,8,64,10,4.806266815648996e-7
hqq,pileval,attn_out,Llama-2-7b-hf,8,64,10,2.165322712244233e-7
hqq,pileval,mlp_gate,Llama-2-7b-hf,8,64,10,3.656426201814611e-7
hqq,pileval,mlp_down,Llama-2-7b-hf,8,64,10,2.9812167667842004e-7
hqq,pileval,attn_in,Llama-2-7b-hf,8,64,11,5.275655894365627e-7
hqq,pileval,attn_out,Llama-2-7b-hf,8,64,11,2.2176230629611382e-7
hqq,pileval,mlp_gate,Llama-2-7b-hf,8,64,11,4.137408495807904e-7
hqq,pileval,mlp_down,Llama-2-7b-hf,8,64,11,3.3896736795213656e-7
hqq,pileval,attn_in,Llama-2-7b-hf,8,64,12,6.160884709061065e-7
hqq,pileval,attn_out,Llama-2-7b-hf,8,64,12,2.6016797960437543e-7
hqq,pileval,mlp_gate,Llama-2-7b-hf,8,64,12,4.6737562797716237e-7
hqq,pileval,mlp_down,Llama-2-7b-hf,8,64,12,3.86317367429001e-7
hqq,pileval,attn_in,Llama-2-7b-hf,8,64,13,5.668825338034367e-7
hqq,pileval,attn_out,Llama-2-7b-hf,8,64,13,2.8202862267789897e-7
hqq,pileval,mlp_gate,Llama-2-7b-hf,8,64,13,5.559473379435076e-7
hqq,pileval,mlp_down,Llama-2-7b-hf,8,64,13,4.778838729180279e-7
hqq,pileval,attn_in,Llama-2-7b-hf,8,64,14,6.880034675305069e-7
hqq,pileval,attn_out,Llama-2-7b-hf,8,64,14,3.180369105848513e-7
hqq,pileval,mlp_gate,Llama-2-7b-hf,8,64,14,6.275295731938968e-7
hqq,pileval,mlp_down,Llama-2-7b-hf,8,64,14,5.623147671940387e-7
hqq,pileval,attn_in,Llama-2-7b-hf,8,64,15,7.253277658492152e-7
hqq,pileval,attn_out,Llama-2-7b-hf,8,64,15,3.4202969345642487e-7
hqq,pileval,mlp_gate,Llama-2-7b-hf,8,64,15,7.790043810018688e-7
hqq,pileval,mlp_down,Llama-2-7b-hf,8,64,15,7.110209025995573e-7
hqq,pileval,attn_in,Llama-2-7b-hf,8,64,16,9.324930374532414e-7
hqq,pileval,attn_out,Llama-2-7b-hf,8,64,16,4.921317326989083e-7
hqq,pileval,mlp_gate,Llama-2-7b-hf,8,64,16,1.007316427603655e-6
hqq,pileval,mlp_down,Llama-2-7b-hf,8,64,16,1.0316115321984398e-6
hqq,pileval,attn_in,Llama-2-7b-hf,8,64,17,6.891455655022583e-7
hqq,pileval,attn_out,Llama-2-7b-hf,8,64,17,3.5032968526138575e-7
hqq,pileval,mlp_gate,Llama-2-7b-hf,8,64,17,1.1204406291653868e-6
