dataset,part,model,nbits,group_size,layer,sensitivity
wikitext,mlp_down,Meta-Llama-3-8B,3,128,13,0.00013228144962340593
wikitext,attn_in,Meta-Llama-3-8B,3,128,14,0.00014817742339801043
wikitext,mlp_gate,Meta-Llama-3-8B,3,128,14,0.00021348026348277926
wikitext,mlp_down,Meta-Llama-3-8B,3,128,14,0.00014893435582052916
wikitext,attn_in,Meta-Llama-3-8B,3,128,15,0.0001300700823776424
wikitext,mlp_gate,Meta-Llama-3-8B,3,128,15,0.00024258618941530585
wikitext,mlp_down,Meta-Llama-3-8B,3,128,15,0.0001941743539646268
wikitext,attn_in,Meta-Llama-3-8B,3,128,16,0.00014926394214853644
wikitext,mlp_gate,Meta-Llama-3-8B,3,128,16,0.0002465155266690999
wikitext,mlp_down,Meta-Llama-3-8B,3,128,16,0.0001992804609471932
wikitext,attn_in,Meta-Llama-3-8B,3,128,17,0.00012002178118564188
wikitext,mlp_gate,Meta-Llama-3-8B,3,128,17,0.0002785045653581619
wikitext,mlp_down,Meta-Llama-3-8B,3,128,17,0.00024120787566062063
wikitext,attn_in,Meta-Llama-3-8B,3,128,18,8.928755414672196e-05
wikitext,mlp_gate,Meta-Llama-3-8B,3,128,18,0.00027126845088787377
wikitext,mlp_down,Meta-Llama-3-8B,3,128,18,0.00023080392566043884
wikitext,attn_in,Meta-Llama-3-8B,3,128,19,6.862320879008621e-05
wikitext,mlp_gate,Meta-Llama-3-8B,3,128,19,0.0002818494394887239
wikitext,mlp_down,Meta-Llama-3-8B,3,128,19,0.00023289729142561555
wikitext,attn_in,Meta-Llama-3-8B,3,128,20,8.418357174377888e-05
wikitext,mlp_gate,Meta-Llama-3-8B,3,128,20,0.00030758604407310486
wikitext,mlp_down,Meta-Llama-3-8B,3,128,20,0.0002633916446939111
wikitext,attn_in,Meta-Llama-3-8B,3,128,21,0.00013465865049511194
wikitext,mlp_gate,Meta-Llama-3-8B,3,128,21,0.0003642529190983623
wikitext,mlp_down,Meta-Llama-3-8B,3,128,21,0.00031382619636133313
