model_type,layer,module,nbit1,gsize1,nbit2,gsize2,fnorm,memmb,params
vision,8,mlp.c_proj,3,64,8,128,4.901072978973389,1.626953125,4194304
vision,8,mlp.c_proj,3,128,8,128,5.611031532287598,1.5634765625,4194304
vision,8,mlp.c_proj,4,32,8,128,1.9434850215911865,2.25390625,4194304
vision,8,mlp.c_proj,4,64,8,128,2.293013572692871,2.126953125,4194304
vision,8,mlp.c_proj,4,128,8,128,2.6297760009765625,2.0634765625,4194304
vision,8,mlp.c_proj,8,32,8,128,0.1177610531449318,4.25390625,4194304
vision,8,mlp.c_proj,8,64,8,128,0.13877972960472107,4.126953125,4194304
vision,8,mlp.c_proj,8,128,8,128,0.15855054557323456,4.0634765625,4194304
vision,9,attn.out_proj,2,32,8,128,5.2228922843933105,0.3134765625,1048576
vision,9,attn.out_proj,2,64,8,128,6.125190258026123,0.28173828125,1048576
vision,9,attn.out_proj,2,128,8,128,6.950652599334717,0.265869140625,1048576
vision,9,attn.out_proj,3,32,8,128,2.232935667037964,0.4384765625,1048576
vision,9,attn.out_proj,3,64,8,128,2.6262974739074707,0.40673828125,1048576
vision,9,attn.out_proj,3,128,8,128,2.988192081451416,0.390869140625,1048576
vision,9,attn.out_proj,4,32,8,128,1.0413953065872192,0.5634765625,1048576
vision,9,attn.out_proj,4,64,8,128,1.224454641342163,0.53173828125,1048576
vision,9,attn.out_proj,4,128,8,128,1.395050287246704,0.515869140625,1048576
vision,9,attn.out_proj,8,32,8,128,0.06315254420042038,1.0634765625,1048576
vision,9,attn.out_proj,8,64,8,128,0.0740775614976883,1.03173828125,1048576
vision,9,attn.out_proj,8,128,8,128,0.0840042382478714,1.015869140625,1048576
vision,9,mlp.c_fc,2,32,8,128,11.616840362548828,1.25390625,4194304
