model_type,layer,module,nbit1,gsize1,nbit2,gsize2,fnorm,memmb,params
vision,7,attn.out_proj,8,128,8,128,0.05998944863677025,0.5714263916015625,589824
vision,7,mlp.c_fc,2,32,8,128,8.388879776000977,0.705322265625,2359296
vision,7,mlp.c_fc,2,64,8,128,9.876380920410156,0.6339111328125,2359296
vision,7,mlp.c_fc,2,128,8,128,11.25124740600586,0.59820556640625,2359296
vision,7,mlp.c_fc,3,32,8,128,3.5898404121398926,0.986572265625,2359296
vision,7,mlp.c_fc,3,64,8,128,4.232213020324707,0.9151611328125,2359296
vision,7,mlp.c_fc,3,128,8,128,4.836949348449707,0.87945556640625,2359296
vision,7,mlp.c_fc,4,32,8,128,1.6745433807373047,1.267822265625,2359296
vision,7,mlp.c_fc,4,64,8,128,1.9748677015304565,1.1964111328125,2359296
vision,7,mlp.c_fc,4,128,8,128,2.2568445205688477,1.16070556640625,2359296
vision,7,mlp.c_fc,8,32,8,128,0.10150232911109924,2.392822265625,2359296
vision,7,mlp.c_fc,8,64,8,128,0.11956389248371124,2.3214111328125,2359296
vision,7,mlp.c_fc,8,128,8,128,0.1361236423254013,2.28570556640625,2359296
vision,7,mlp.c_proj,2,32,8,128,7.932621479034424,0.705322265625,2359296
vision,7,mlp.c_proj,2,64,8,128,9.285072326660156,0.6339111328125,2359296
vision,7,mlp.c_proj,2,128,8,128,10.539323806762695,0.59820556640625,2359296
vision,7,mlp.c_proj,3,32,8,128,3.394057273864746,0.986572265625,2359296
vision,7,mlp.c_proj,3,64,8,128,3.9794647693634033,0.9151611328125,2359296
vision,7,mlp.c_proj,3,128,8,128,4.525967597961426,0.87945556640625,2359296
vision,7,mlp.c_proj,4,32,8,128,1.5836149454116821,1.267822265625,2359296
vision,7,mlp.c_proj,4,64,8,128,1.8572959899902344,1.1964111328125,2359296
vision,7,mlp.c_proj,4,128,8,128,2.113091468811035,1.16070556640625,2359296
vision,7,mlp.c_proj,8,32,8,128,0.09593687206506729,2.392822265625,2359296
vision,7,mlp.c_proj,8,64,8,128,0.11239387094974518,2.3214111328125,2359296
vision,7,mlp.c_proj,8,128,8,128,0.12745003402233124,2.28570556640625,2359296
vision,8,attn.out_proj,2,32,8,128,3.780043125152588,0.17633056640625,589824
vision,8,attn.out_proj,2,64,8,128,4.476095199584961,0.158477783203125,589824
vision,8,attn.out_proj,2,128,8,128,5.170764446258545,0.1495513916015625,589824
vision,8,attn.out_proj,3,32,8,128,1.6193166971206665,0.24664306640625,589824
vision,8,attn.out_proj,3,64,8,128,1.9344522953033447,0.228790283203125,589824
vision,8,attn.out_proj,3,128,8,128,2.2624619007110596,0.2198638916015625,589824
vision,8,attn.out_proj,4,32,8,128,0.7565096616744995,0.31695556640625,589824
vision,8,attn.out_proj,4,64,8,128,0.9022741317749023,0.299102783203125,589824
vision,8,attn.out_proj,4,128,8,128,1.0565353631973267,0.2901763916015625,589824
vision,8,attn.out_proj,8,32,8,128,0.045852936804294586,0.59820556640625,589824
vision,8,attn.out_proj,8,64,8,128,0.05459253117442131,0.580352783203125,589824
vision,8,attn.out_proj,8,128,8,128,0.06365747004747391,0.5714263916015625,589824
vision,8,mlp.c_fc,2,32,8,128,8.285651206970215,0.705322265625,2359296
vision,8,mlp.c_fc,2,64,8,128,9.778728485107422,0.6339111328125,2359296
vision,8,mlp.c_fc,2,128,8,128,11.152859687805176,0.59820556640625,2359296
vision,8,mlp.c_fc,3,32,8,128,3.547513008117676,0.986572265625,2359296
