model_type,layer,module,nbit1,gsize1,nbit2,gsize2,fnorm,memmb,params
vision,7,mlp.c_proj,3,64,8,128,4.507693290710449,2.5421142578125,6553600
vision,7,mlp.c_proj,3,128,8,128,5.224945545196533,2.44293212890625,6553600
vision,7,mlp.c_proj,4,32,8,128,1.7731784582138062,3.521728515625,6553600
vision,7,mlp.c_proj,4,64,8,128,2.110065460205078,3.3233642578125,6553600
vision,7,mlp.c_proj,4,128,8,128,2.4515695571899414,3.22418212890625,6553600
vision,7,mlp.c_proj,8,32,8,128,0.10762934386730194,6.646728515625,6553600
vision,7,mlp.c_proj,8,64,8,128,0.12785233557224274,6.4483642578125,6553600
vision,7,mlp.c_proj,8,128,8,128,0.1480484902858734,6.34918212890625,6553600
vision,8,attn.out_proj,2,32,8,128,5.224311828613281,0.48980712890625,1638400
vision,8,attn.out_proj,2,64,8,128,6.091704368591309,0.440216064453125,1638400
vision,8,attn.out_proj,2,128,8,128,6.884563446044922,0.4154205322265625,1638400
vision,8,attn.out_proj,3,32,8,128,2.2328004837036133,0.68511962890625,1638400
vision,8,attn.out_proj,3,64,8,128,2.608186721801758,0.635528564453125,1638400
vision,8,attn.out_proj,3,128,8,128,2.9467649459838867,0.6107330322265625,1638400
vision,8,attn.out_proj,4,32,8,128,1.0416492223739624,0.88043212890625,1638400
vision,8,attn.out_proj,4,64,8,128,1.2162926197052002,0.830841064453125,1638400
vision,8,attn.out_proj,4,128,8,128,1.374885082244873,0.8060455322265625,1638400
vision,8,attn.out_proj,8,32,8,128,0.06312158703804016,1.66168212890625,1638400
vision,8,attn.out_proj,8,64,8,128,0.0735882818698883,1.612091064453125,1638400
vision,8,attn.out_proj,8,128,8,128,0.08293270319700241,1.5872955322265625,1638400
vision,8,mlp.c_fc,2,32,8,128,10.947111129760742,1.959228515625,6553600
vision,8,mlp.c_fc,2,64,8,128,12.891077995300293,1.7608642578125,6553600
vision,8,mlp.c_fc,2,128,8,128,14.6557035446167,1.66168212890625,6553600
vision,8,mlp.c_fc,3,32,8,128,4.695667266845703,2.740478515625,6553600
vision,8,mlp.c_fc,3,64,8,128,5.545765399932861,2.5421142578125,6553600
vision,8,mlp.c_fc,3,128,8,128,6.352527141571045,2.44293212890625,6553600
vision,8,mlp.c_fc,4,32,8,128,2.1907575130462646,3.521728515625,6553600
vision,8,mlp.c_fc,4,64,8,128,2.5891153812408447,3.3233642578125,6553600
vision,8,mlp.c_fc,4,128,8,128,2.9690330028533936,3.22418212890625,6553600
vision,8,mlp.c_fc,8,32,8,128,0.1324840933084488,6.646728515625,6553600
vision,8,mlp.c_fc,8,64,8,128,0.15635491907596588,6.4483642578125,6553600
vision,8,mlp.c_fc,8,128,8,128,0.17874298989772797,6.34918212890625,6553600
vision,8,mlp.c_proj,2,32,8,128,9.114311218261719,1.959228515625,6553600
vision,8,mlp.c_proj,2,64,8,128,10.68122673034668,1.7608642578125,6553600
vision,8,mlp.c_proj,2,128,8,128,12.12977123260498,1.66168212890625,6553600
vision,8,mlp.c_proj,3,32,8,128,3.9009249210357666,2.740478515625,6553600
vision,8,mlp.c_proj,3,64,8,128,4.57945442199707,2.5421142578125,6553600
vision,8,mlp.c_proj,3,128,8,128,5.2121806144714355,2.44293212890625,6553600
vision,8,mlp.c_proj,4,32,8,128,1.8192577362060547,3.521728515625,6553600
vision,8,mlp.c_proj,4,64,8,128,2.1371142864227295,3.3233642578125,6553600
vision,8,mlp.c_proj,4,128,8,128,2.4342808723449707,3.22418212890625,6553600
vision,8,mlp.c_proj,8,32,8,128,0.1102599948644638,6.646728515625,6553600
