layer,module,nbit1,gsize1,nbit2,gsize2,fnorm,memmb,params
7,self_attn.v_proj,4,32,8,128,0.977378785610199,0.5634765625,1048576
7,self_attn.v_proj,4,64,8,128,1.1910101175308228,0.53173828125,1048576
7,self_attn.v_proj,4,128,8,128,1.397045612335205,0.515869140625,1048576
7,self_attn.v_proj,8,32,8,128,0.0592125728726387,1.0634765625,1048576
7,self_attn.v_proj,8,64,8,128,0.07201952487230301,1.03173828125,1048576
7,self_attn.v_proj,8,128,8,128,0.08420353382825851,1.015869140625,1048576
11,self_attn.v_proj,2,32,8,128,5.899523735046387,0.3134765625,1048576
11,self_attn.v_proj,2,64,8,128,6.960549831390381,0.28173828125,1048576
11,self_attn.v_proj,2,128,8,128,7.96501350402832,0.265869140625,1048576
11,self_attn.v_proj,3,32,8,128,2.5401053428649902,0.4384765625,1048576
11,self_attn.v_proj,3,64,8,128,3.0208566188812256,0.40673828125,1048576
11,self_attn.v_proj,3,128,8,128,3.4893760681152344,0.390869140625,1048576
11,self_attn.v_proj,4,32,8,128,1.1846890449523926,0.5634765625,1048576
11,self_attn.v_proj,4,64,8,128,1.4091243743896484,0.53173828125,1048576
11,self_attn.v_proj,4,128,8,128,1.6310731172561646,0.515869140625,1048576
11,self_attn.v_proj,8,32,8,128,0.07177335023880005,1.0634765625,1048576
11,self_attn.v_proj,8,64,8,128,0.08534111827611923,1.03173828125,1048576
11,self_attn.v_proj,8,128,8,128,0.09828902781009674,1.015869140625,1048576
15,self_attn.v_proj,2,32,8,128,7.078336715698242,0.3134765625,1048576
15,self_attn.v_proj,2,64,8,128,8.45522689819336,0.28173828125,1048576
15,self_attn.v_proj,2,128,8,128,9.67800235748291,0.265869140625,1048576
15,self_attn.v_proj,3,32,8,128,3.1068689823150635,0.4384765625,1048576
15,self_attn.v_proj,3,64,8,128,3.788341522216797,0.40673828125,1048576
15,self_attn.v_proj,3,128,8,128,4.441961288452148,0.390869140625,1048576
15,self_attn.v_proj,4,32,8,128,1.4667155742645264,0.5634765625,1048576
15,self_attn.v_proj,4,64,8,128,1.8003430366516113,0.53173828125,1048576
15,self_attn.v_proj,4,128,8,128,2.130692720413208,0.515869140625,1048576
15,self_attn.v_proj,8,32,8,128,0.08898989856243134,1.0634765625,1048576
15,self_attn.v_proj,8,64,8,128,0.10967312753200531,1.03173828125,1048576
15,self_attn.v_proj,8,128,8,128,0.1303328573703766,1.015869140625,1048576
19,self_attn.v_proj,2,32,8,128,8.8084077835083,0.3134765625,1048576
19,self_attn.v_proj,2,64,8,128,10.423652648925781,0.28173828125,1048576
19,self_attn.v_proj,2,128,8,128,11.87841510772705,0.265869140625,1048576
19,self_attn.v_proj,3,32,8,128,3.8592283725738525,0.4384765625,1048576
19,self_attn.v_proj,3,64,8,128,4.64083194732666,0.40673828125,1048576
19,self_attn.v_proj,3,128,8,128,5.395640850067139,0.390869140625,1048576
19,self_attn.v_proj,4,32,8,128,1.8112170696258545,0.5634765625,1048576
19,self_attn.v_proj,4,64,8,128,2.1905500888824463,0.53173828125,1048576
19,self_attn.v_proj,4,128,8,128,2.5586023330688477,0.515869140625,1048576
19,self_attn.v_proj,8,32,8,128,0.10936791449785233,1.0634765625,1048576
19,self_attn.v_proj,8,64,8,128,0.13244426250457764,1.03173828125,1048576
19,self_attn.v_proj,8,128,8,128,0.1545279175043106,1.015869140625,1048576
23,self_attn.v_proj,2,32,8,128,8.487699508666992,0.3134765625,1048576
23,self_attn.v_proj,2,64,8,128,10.130610466003418,0.28173828125,1048576
23,self_attn.v_proj,2,128,8,128,11.553454399108887,0.265869140625,1048576
23,self_attn.v_proj,3,32,8,128,3.7417380809783936,0.4384765625,1048576
23,self_attn.v_proj,3,64,8,128,4.561153888702393,0.40673828125,1048576
23,self_attn.v_proj,3,128,8,128,5.330489635467529,0.390869140625,1048576
23,self_attn.v_proj,4,32,8,128,1.7491016387939453,0.5634765625,1048576
23,self_attn.v_proj,4,64,8,128,2.1361122131347656,0.53173828125,1048576
23,self_attn.v_proj,4,128,8,128,2.5071096420288086,0.515869140625,1048576
23,self_attn.v_proj,8,32,8,128,0.10591016709804535,1.0634765625,1048576
23,self_attn.v_proj,8,64,8,128,0.129274383187294,1.03173828125,1048576
23,self_attn.v_proj,8,128,8,128,0.15121851861476898,1.015869140625,1048576
3,self_attn.o_proj,2,32,8,128,9.251964569091797,1.25390625,4194304
3,self_attn.o_proj,2,64,8,128,10.914027214050293,1.126953125,4194304
3,self_attn.o_proj,2,128,8,128,12.446544647216797,1.0634765625,4194304
3,self_attn.o_proj,3,32,8,128,3.9694771766662598,1.75390625,4194304
3,self_attn.o_proj,3,64,8,128,4.703566074371338,1.626953125,4194304
3,self_attn.o_proj,3,128,8,128,5.420854568481445,1.5634765625,4194304
