model,algo,attempt,config,bpp,zeroshot_mem_allot,zeroshot_mem_reserved,acc1_zeroshot_cls,acc5_zeroshot_cls,recall_zeroshot_cls,duration_zeroshot_cls
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-1-3,3_25,3.25,2107.31640625,2638,0.76738,0.94776,0.76734,238.73007822036743
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-1-3,3_51,3.51,2141.25048828125,2674,0.77146,0.95014,0.77144,240.10264587402344
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-1-3,4_13,4.13,2143.97900390625,2686,0.77722,0.9516,0.7770199999999999,233.92384576797485
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-1-3,4_25,4.25,2164.15087890625,2706,0.77738,0.9514,0.7775400000000001,237.33548712730408
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-1-3,4_51,4.51,2220.29150390625,2760,0.77806,0.95154,0.77796,233.0343081951141
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-1-3,8_13,8.13,2440.04345703125,2992,0.77946,0.95228,0.77938,233.25129652023315
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-1-3,8_25,8.25,2460.21533203125,3012,0.77942,0.95236,0.7791,234.20024609565732
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-1-3,8_51,8.51,2493.87158203125,3046,0.77938,0.95238,0.7794000000000001,234.78458642959595
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-1,2_25,2.25,2016.15087890625,2550,0.65566,0.89426,0.65556,233.99163556098935
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-1,2_51,2.51,2050.38525390625,2588,0.70532,0.9214,0.70536,243.31254124641416
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-1,3_02,3.02,2122.46337890625,2678,0.73616,0.93532,0.7360599999999999,238.4509265422821
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-1,3_13,3.13,2087.39453125,2618,0.7642,0.94576,0.76422,237.89705061912537
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-1,3_25,3.25,2106.6318359375,2634,0.76798,0.94792,0.7681800000000001,238.05590987205505
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-1,3_51,3.51,2142.9912109375,2670,0.77008,0.94932,0.7698800000000001,239.19838523864743
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-1,4_13,4.13,2144.22900390625,2686,0.77742,0.9518,0.77752,233.20362901687625
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-1,4_25,4.25,2170.91650390625,2714,0.77756,0.95168,0.7772800000000001,233.59301209449768
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-1,4_51,4.51,2207.27587890625,2750,0.77794,0.95146,0.77778,233.4328591823578
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-1,8_13,8.13,2440.29345703125,2992,0.77948,0.95238,0.77934,233.43131518363955
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-1,8_25,8.25,2458.15283203125,3010,0.77944,0.95238,0.7793199999999999,233.540194272995
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-1,8_51,8.51,2493.87158203125,3046,0.77938,0.95238,0.7794000000000001,233.93094420433044
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-2,2_25,2.25,2019.99462890625,2554,0.65942,0.89566,0.6593199999999999,234.2028067111969
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-2,2_51,2.51,2052.96337890625,2588,0.70924,0.92356,0.7092,237.41600847244263
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-2,3_02,3.02,2123.11962890625,2674,0.73752,0.93674,0.73778,235.26516032218933
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-2,3_13,3.13,2089.31640625,2620,0.76386,0.94624,0.7639600000000001,238.2219560146332
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-2,3_25,3.25,2106.48486328125,2640,0.76838,0.94824,0.76838,238.0733015537262
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-2,3_51,3.51,2142.20361328125,2676,0.77136,0.94954,0.7714000000000001,237.81288504600525
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-2,4_13,4.13,2146.15087890625,2688,0.77718,0.95174,0.777,234.2130172252655
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-2,4_25,4.25,2179.52587890625,2720,0.77774,0.95206,0.7775599999999999,233.1037449836731
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-2,4_51,4.51,2215.24462890625,2756,0.77832,0.95162,0.7782800000000001,233.16886472702024
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-2,8_13,8.13,2442.21533203125,2994,0.77958,0.95236,0.77926,233.6228733062744
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-2,8_25,8.25,2459.43408203125,3010,0.77944,0.9523,0.77924,234.08625674247745
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-2,8_51,8.51,2493.87158203125,3046,0.77938,0.95238,0.7794000000000001,234.10043334960935
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-3,2_25,2.25,2022.33837890625,2556,0.6614,0.89598,0.6612,234.08318161964417
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-3,2_51,2.51,2053.54150390625,2586,0.70892,0.92306,0.70906,234.04598689079285
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-3,3_02,3.02,2122.52587890625,2670,0.73858,0.93674,0.73848,235.25888442993164
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-3,3_13,3.13,2090.48828125,2620,0.76452,0.94672,0.76492,237.8280725479126
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-3,3_25,3.25,2107.59423828125,2640,0.76862,0.94864,0.76882,239.6881737709045
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-3,3_51,3.51,2142.92236328125,2676,0.771,0.94962,0.7709600000000001,237.3492746353149
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-3,4_13,4.13,2147.32275390625,2688,0.77724,0.9516,0.77722,233.17917776107788
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-3,4_25,4.25,2186.63525390625,2726,0.7775,0.95178,0.7774000000000001,233.65133690834045
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-3,4_51,4.51,2221.96337890625,2762,0.77792,0.95148,0.7778399999999999,233.53545928001404
