model,algo,attempt,config,bpp,zeroshot_mem_allot,zeroshot_mem_reserved,acc1_zeroshot_cls,acc5_zeroshot_cls,recall_zeroshot_cls,duration_zeroshot_cls
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-1-3,3_25,3.25,2108.56640625,2638,0.76738,0.94776,0.76734,238.26109337806705
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-1-3,3_51,3.51,2141.25048828125,2674,0.77146,0.95014,0.77144,237.78557753562927
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-1-3,4_13,4.13,2143.85400390625,2686,0.77722,0.9516,0.7770199999999999,233.13431429862976
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-1-3,4_25,4.25,2164.02587890625,2706,0.77738,0.9514,0.7775400000000001,233.23773908615112
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-1-3,4_51,4.51,2219.66650390625,2766,0.77806,0.95154,0.77796,233.23788809776303
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-1-3,8_13,8.13,2439.85400390625,2998,0.77946,0.95228,0.77938,233.21889686584475
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-1-3,8_25,8.25,2460.02587890625,3018,0.77942,0.95236,0.7791,233.94293999671936
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-1-3,8_51,8.51,2493.68212890625,3052,0.77938,0.95238,0.7794000000000001,233.8789727687836
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-1,2_13,2.13,1996.79345703125,2530,0.54322,0.80858,0.5433000000000001,234.1694552898407
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-1,2_25,2.25,2016.0185546875,2550,0.6569,0.89384,0.65706,234.0158498287201
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-1,2_51,2.51,2052.3779296875,2586,0.70514,0.9214,0.70518,233.91015005111691
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-1,3_13,3.13,2088.64453125,2618,0.7642,0.94576,0.76422,238.1408576965332
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-1,3_25,3.25,2106.6318359375,2634,0.76798,0.94792,0.7681800000000001,238.0929343700409
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-1,3_51,3.51,2142.9912109375,2670,0.77008,0.94932,0.7698800000000001,240.0978038311005
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-1,4_13,4.13,2144.10400390625,2686,0.77742,0.9518,0.77752,233.2984116077423
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-1,4_25,4.25,2170.54150390625,2714,0.77756,0.95168,0.7772800000000001,234.8488953113556
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-1,4_51,4.51,2206.90087890625,2750,0.77794,0.95146,0.77778,234.6187334060669
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-1,8_13,8.13,2440.10400390625,2998,0.77948,0.95238,0.77934,233.55704188346863
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-1,8_25,8.25,2457.96337890625,3016,0.77944,0.95238,0.7793199999999999,233.74906373023987
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-1,8_51,8.51,2493.68212890625,3052,0.77938,0.95238,0.7794000000000001,233.9438543319702
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-2,2_13,2.13,1998.71533203125,2532,0.55034,0.81438,0.55058,234.09622430801392
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-2,2_25,2.25,2018.49072265625,2552,0.66512,0.89796,0.66496,234.19702792167664
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-2,2_51,2.51,2054.20947265625,2588,0.71058,0.92404,0.7105,235.3332269191742
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-2,3_13,3.13,2090.56640625,2620,0.76386,0.94624,0.7639600000000001,237.8596024513245
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-2,3_25,3.25,2106.48486328125,2640,0.76838,0.94824,0.76838,238.07491374015808
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-2,3_51,3.51,2142.20361328125,2676,0.77136,0.94954,0.7714000000000001,237.86937499046329
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-2,4_13,4.13,2146.02587890625,2688,0.77718,0.95174,0.777,233.0765051841736
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-2,4_25,4.25,2179.90087890625,2720,0.77774,0.95206,0.7775599999999999,233.40203142166135
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-2,4_51,4.51,2215.61962890625,2756,0.77832,0.95162,0.7782800000000001,233.43481922149655
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-2,8_13,8.13,2442.02587890625,3000,0.77958,0.95236,0.77926,234.22049927711487
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-2,8_25,8.25,2459.24462890625,3016,0.77944,0.9523,0.77924,233.8067057132721
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-2,8_51,8.51,2493.68212890625,3052,0.77938,0.95238,0.7794000000000001,233.8733458518982
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-3,2_13,2.13,1999.88720703125,2532,0.5666,0.8277,0.56624,234.08772325515747
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-3,2_25,2.25,2020.44970703125,2552,0.66684,0.89886,0.66696,234.3825521469116
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-3,2_51,2.51,2055.77783203125,2588,0.71126,0.92462,0.71128,234.9391040802002
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-3,3_13,3.13,2091.73828125,2620,0.76452,0.94672,0.76492,237.84164094924927
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-3,3_25,3.25,2107.59423828125,2640,0.76862,0.94864,0.76882,237.60125827789307
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-3,3_51,3.51,2142.92236328125,2676,0.771,0.94962,0.7709600000000001,237.6772835254669
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-3,4_13,4.13,2147.19775390625,2688,0.77724,0.9516,0.77722,233.2734441757202
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-3,4_25,4.25,2186.01025390625,2732,0.7775,0.95178,0.7774000000000001,233.596004486084
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-3,4_51,4.51,2221.33837890625,2768,0.77792,0.95148,0.7778399999999999,233.40737915039065
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-3,8_13,8.13,2443.19775390625,3000,0.77922,0.95232000000000006,0.77904,233.27249932289124
